Words, Inverted Index 
soft petal, 40 
fall apply, 40 
apply tree, 40 
tree soft, 40 
petal ye, 40 
ye barren, 40 
barren quit, 40 
quit mingle, 40 
mingle smooth, 40 
smooth bean, 40 
bean wrinkle, 40 
wrinkle pea, 40 
pea go, 40 
go along, 40 
along ere, 40 
ere lose, 40 
lose sight, 40 
sight come, 40 
come become, 40 
become like, 40 
like slave, 40 
slave springtime, 40 
springtime passion, 40 
passion earth, 40 
earth love, 40 
love burn, 40 
burn put, 40 
put seed, 40 
seed watch, 40 
watch early, 40 
early birth, 40 
birth soil, 40 
soil varnish, 40 
varnish weed, 40 
weed sturdy, 40 
sturdy seed, 40 
seed arch, 40 
arch body, 40 
body come, 40 
come shoulder, 40 
shoulder way, 40 
way shed, 40 
shed earth, 40 
earth club, 40 
friend call, 41 
call road, 41 
road slow, 41 
slow hi, 41 
hi for, 41 
for mean, 41 
mean walk, 41 
walk dont, 41 
dont stand, 41 
still look, 41 
look around, 41 
around hill, 41 
hill haven, 41 
haven ho, 41 
ho shout, 41 
shout time, 41 
talk thrust, 41 
thrust he, 41 
he mellow, 41 
mellow ground, 41 
ground blade, 41 
blade end, 41 
end five, 41 
five foot, 41 
foot tall, 41 
tall plot, 41 
plot go, 41 
go stone, 41 
stone wall, 41 
wall friendly, 41 
friendly visit, 41 
cometh inspire, 42 
inspire only, 42 
only cow, 42 
cow late, 42 
late make, 42 
make wall, 42 
wall open, 42 
open gate, 42 
gate think, 42 
think wall, 42 
wall builder, 42 
builder fool, 42 
fool face, 42 
face fleck, 42 
fleck woman, 42 
woman droop, 42 
droop cider, 42 
cider syrupy, 42 
syrupy last, 42 
last fruit, 42 
fruit scorn, 42 
scorn pasteur, 42 
pasteur either, 42 
either root, 42 
root run, 42 
run tree, 42 
tree tree, 42, 43 
tree lie, 42 
lie sweeter, 42 
sweeter windfall, 42 
windfall spike, 42 
spike stubble, 42 
stubble worm, 42 
worm eat, 42 
eat leave, 42 
leave bite, 42 
bite ha, 42 
ha fly, 42 
fly fellow, 42 
fellow knoll, 42 
knoll sky, 42 
sky udder, 42 
udder shrivels, 42 
shrivels milk, 42 
milk go, 42 
go dry, 42 
on kind, 43 
kind day, 43 
day call, 43 
call death, 43 
death bleeder, 43 
bleeder î, 43 
î heat, 43 
heat slowly, 43 
slowly haze, 43 
haze sun, 43 
sun power, 43 
power seem, 43 
seem union, 43 
union wa, 43 
wa half, 43 
half bear, 43 
bear half, 43 
half climb, 43 
climb swamp, 43 
swamp cedar, 43 
cedar choke, 43 
choke oil, 43 
oil cedar, 43 
cedar scurf, 43 
scurf plant, 43 
plant weary, 43 
weary heat, 43 
heat sorry, 43 
sorry ever, 43 
ever leave, 43 
leave road, 43 
road know, 43 
know pus, 43 
pus rest, 43 
rest sort, 43 
sort hook, 43 
hook coat, 43 
coat good, 43 
good seat, 43 
seat since, 43 
since wa, 43 
wa way, 43 
way look, 43 
look look, 43 
look toward, 43 
toward heaven, 43 
heaven blue, 43 
blue stand, 43 
stand recurrent, 43 
recurrent tree, 43 
tree rays, 43 
rays darkness, 43 
darkness specter, 43 
specter halt, 43 
halt fear, 43 
fear tread, 43 
tread upon, 43 
upon see, 43 
see strange, 43 
strange post, 43 
post hi, 43 
hand hi, 43 
hi shoulder, 43 
shoulder drag, 43 
drag yellow, 43 
yellow strand, 43 
strand wire, 43 
wire cometh, 43 
cometh man, 43 
man you, 43 
you î, 43 
î say, 43 
say where, 43 
where agent, 43 
agent nowadays, 43 
nowadays what, 43 
what news, 43 
news carry, 43 
carry know, 43 
know tell, 43 
tell your, 43 
your montreal, 43 
montreal ism, 43 
ism anywhere, 43 
anywhere sometime, 43 
sometime wander, 43 
wander beat, 43 
beat way, 43 
way half, 43 
half look, 43 
look arched, 43 
arched calypso, 43 
battle rent, 44 
rent cobwebs, 44 
cobwebs diamond, 44 
diamond strong, 44 
strong cut, 44 
cut flower, 44 
flower beside, 44 
beside ground, 44 
ground bird, 44 
bird nest, 44 
nest before, 44 
before stain, 44 
stain single, 44 
single human, 44 
human breast, 44 
breast stricken, 44 
stricken flower, 44 
flower bent, 44 
bent doubt, 44 
doubt hung, 44 
hung still, 44 
still bird, 44 
bird visit, 44 
visit young, 44 
young butterfly, 44 
butterfly fall, 44 
fall dispossess, 44 
dispossess moment, 44 
moment seek, 44 
seek air, 44 
air hi, 44 
hi flower, 44 
flower rest, 44 
rest lightly, 44 
lightly stoop, 44 
stoop flutter, 44 
flutter clung, 44 
clung bare, 44 
bare upland, 44 
upland pasteur, 44 
pasteur spread, 44 
spread overnight, 44 
overnight twist, 44 
twist mallein, 44 
mallein stalk, 44 
stalk wheel, 44 
wheel thread, 44 
thread strain, 44 
strain call, 44 
call wet, 44 
wet silver, 44 
silver dew, 44 
dew sudden, 44 
sudden pass, 44 
pass bullet, 44 
bullet shake, 44 
shake dry, 44 
dry indeed, 44 
indeed spider, 44 
spider run, 44 
run greet, 44 
greet fly, 44 
fly find, 44 
find not, 44 
not sullenly, 44 
sullenly withdraw, 44 
one ought, 45 
ought care, 45 
care much, 45 
much care, 45 
care bird, 45 
bird come, 45 
come round, 45 
round house, 45 
house seem, 45 
seem say, 45 
say good, 45 
good bye, 45 
bye care, 45 
much come, 45 
back what, 45 
what sing, 45 
sing truth, 45 
truth much, 45 
much glad, 45 
glad one, 45 
one thing, 45 
thing sad, 45 
sad bird, 45 
bird fill, 45 
fill breast, 45 
breast themselves, 45 
themselves build, 45 
build drive, 45 
drive nest, 45 
away tell, 46 
tell the, 46 
the learn, 46 
learn away, 46 
away night, 46 
night return, 46 
return lone, 46 
house far, 46 
away lamp, 46 
lamp sunlight, 46 
sunlight fire, 46 
fire go, 46 
go gray, 46 
gray learn, 46 
learn rattle, 46 
rattle lock, 46 
lock key, 46 
key give, 46 
give what, 46 
what may, 46 
may chance, 46 
chance warn, 46 
warn time, 46 
time flight, 46 
flight prefer, 46 
prefer door, 46 
door night, 46 
night learn, 46 
learn leave, 46 
leave house, 46 
house door, 46 
door wide, 46 
wide light, 46 
light lamp, 46 
lamp inside, 46 
didn like, 47 
like way, 47 
way go, 47 
away smile, 47 
smile never, 47 
never come, 47 
come gay, 47 
gay still, 47 
still smile, 47 
smile see, 47 
see wa, 47 
wa sure, 47 
sure perhaps, 47 
perhaps because, 47 
because give, 47 
give only, 47 
only bread, 47 
bread wretch, 47 
wretch know, 47 
know poor, 47 
poor perhaps, 47 
because let, 47 
us give, 47 
give instead, 47 
instead seize, 47 
seize us, 47 
us may, 47 
may seize, 47 
seize perhaps, 47 
perhaps mock, 47 
mock us, 47 
us would, 47 
would very, 47 
very young, 47 
young wa, 47 
wa plea, 47 
plea vision, 47 
vision us, 47 
us old, 47 
old dead, 47 
dead wonder, 47 
wonder far, 47 
far road, 47 
road he, 47 
he get, 47 
get he, 47 
he watch, 47 
watch wood, 47 
wood like, 47 
say dark, 48 
dark enough, 48 
enough dark, 48 
dark pine, 48 
pine keep, 48 
keep fore, 48 
fore try, 48 
try window, 48 
window latch, 48 
latch room, 48 
room sleep, 48 
sleep tireless, 48 
tireless ineffectual, 48 
ineffectual hand, 48 
hand every, 48 
every futile, 48 
futile pass, 48 
pass make, 48 
make great, 48 
great tree, 48 
tree seem, 48 
seem little, 48 
little bird, 48 
bird before, 48 
before mystery, 48 
mystery glass, 48 
glass 39, 48 
39 never, 48 
never inside, 48 
inside room, 48 
room only, 48 
only one, 48 
one two, 48 
two wa, 48 
wa afraid, 48 
afraid oft, 48 
oft repeat, 48 
repeat dream, 48 
dream tree, 48 
tree may, 48 
come line, 49 
line gang, 49 
gang pioneer, 49 
pioneer throw, 49 
throw forest, 49 
forest less, 49 
less cut, 49 
cut broken, 49 
broken plant, 49 
plant dead, 49 
dead tree, 49 
tree live, 49 
dead string, 49 
string together, 49 
together live, 49 
live thread, 49 
thread sir, 49 
sir instrument, 49 
instrument sky, 49 
sky wherein, 49 
wherein word, 49 
word whether, 49 
whether beat, 49 
beat speak, 49 
speak run, 49 
run hush, 49 
hush thought, 49 
thought hush, 49 
hush sir, 49 
sir go, 49 
past shout, 49 
shout afar, 49 
afar pull, 49 
pull call, 49 
call taut, 49 
taut hold, 49 
hold hard, 49 
hard make, 49 
make fast, 49 
fast was, 49 
was away, 49 
away laugh, 49 
laugh oath, 49 
oath town, 49 
town set, 49 
set wild, 49 
wild naught, 49 
naught bring, 49 
bring telephone, 49 
telephone telegraph, 49 
wonder tree, 50 
tree who, 50 
who wish, 50 
wish bear, 50 
bear fore, 50 
fore noise, 50 
noise not, 50 
not noise, 50 
noise close, 50 
close dwell, 50 
dwell place, 50 
place suffer, 50 
suffer day, 50 
day till, 50 
till lose, 50 
lose measure, 50 
measure pace, 50 
pace fixity, 50 
fixity joy, 50 
joy acquire, 50 
acquire listen, 50 
listen air, 50 
air talk, 50 
talk go, 50 
go never, 50 
never get, 50 
get away, 50 
away talk, 50 
talk less, 50 
less know, 50 
know grow, 50 
grow wise, 50 
wise old, 50 
old mean, 50 
mean stay, 50 
stay foot, 50 
foot tug, 50 
tug floor, 50 
floor head, 50 
head sway, 50 
sway shoulder, 50 
shoulder sometime, 50 
sometime watch, 50 
watch tree, 50 
tree sway, 50 
sway window, 50 
window door, 50 
door shall, 50 
shall set, 50 
forth somewhere, 50 
somewhere shall, 50 
shall make, 50 
make reckless, 50 
reckless choice, 50 
choice day, 50 
day voice, 50 
voice toss, 50 
toss scare, 50 
scare white, 50 
white cloud, 50 
cloud shall, 50 
shall less, 50 
say shall, 50 
shall go, 50 
